seed,state,rep,requested_l1,actual_l1,margin,group,anchored_gap,q_error,decision_flip,strict_flip,policy_loss
11,8,2,0.35,0.34999999999999964,0.36849316859469194,narrow,0.10203592768206438,0.30520253084923077,0,0,0.007162648219040335
11,8,3,0.35,0.35,0.36849316859469194,narrow,0.25869839010570317,0.12575993113979766,0,0,0.007162648219040335
11,8,4,0.35,0.35,0.36849316859469194,narrow,0.07789584343020817,0.33285280142678886,0,0,0.007162648219040335
11,8,0,0.7,0.6999999999999998,0.36849316859469194,narrow,-0.14602350313679757,0.5680989073200164,1,1,0.013361223897479846
11,8,1,0.7,0.7000000000000001,0.36849316859469194,narrow,0.038996934170214104,0.37740796349616357,0,0,0.007162648219040335
11,8,2,0.7,0.6999999999999996,0.36849316859469194,narrow,0.02311979384062912,0.3955937834597716,0,0,0.007162648219040335
11,8,3,0.7,0.7000000000000003,0.36849316859469194,narrow,-0.008551195426814928,0.4306265996100338,1,1,0.013361223897479846
11,8,4,0.7,0.7,0.36849316859469194,narrow,-0.07905410825026493,0.5011295124334838,1,1,0.013361223897479846
11,9,0,0.05,0.0499999999999999,0.5122002408909001,wide,0.5052001414107368,0.0558489344685249,0,0,0.007162648219040335
11,9,1,0.05,0.049999999999999864,0.5122002408909001,wide,0.5033090956254007,0.07093627607576103,0,0,0.007162648219040335
11,9,2,0.05,0.05000000000000032,0.5122002408909001,wide,0.5043231942712012,0.06284548694141634,0,0,0.007162648219040335
11,9,3,0.05,0.04999999999999957,0.5122002408909001,wide,0.5042399412704697,0.06350970484220042,0,0,0.007162648219040335
11,9,4,0.05,0.04999999999999957,0.5122002408909001,wide,0.5053306120368148,0.054807999912315,0,0,0.007162648219040335
11,9,0,0.15,0.15000000000000005,0.5122002408909001,wide,0.49408459371654434,0.14453217340143354,0,0,0.007162648219040335
11,9,1,0.15,0.15000000000000058,0.5122002408909001,wide,0.4925075078443024,0.15711464680486387,0,0,0.007162648219040335
11,9,2,0.15,0.15000000000000008,0.5122002408909001,wide,0.49888000989532877,0.10627287656192586,0,0,0.007162648219040335
11,9,3,0.15,0.15000000000000027,0.5122002408909001,wide,0.48636254134109524,0.20614106886077366,0,0,0.007162648219040335
11,9,4,0.15,0.1500000000000004,0.5122002408909001,wide,0.48997423461897416,0.1773258753384912,0,0,0.007162648219040335
11,9,0,0.35,0.35000000000000053,0.5122002408909001,wide,0.46159852611349184,0.40371595583776454,0,0,0.007162648219040335
11,9,1,0.35,0.3500000000000001,0.5122002408909001,wide,0.44830689862221895,0.5097606248945743,0,0,0.007162648219040335
11,9,2,0.35,0.34999999999999964,0.5122002408909001,wide,0.4640566478397741,0.384104308946954,0,0,0.007162648219040335
11,9,3,0.35,0.35,0.5122002408909001,wide,0.47434017052029365,0.3020592200282852,0,0,0.007162648219040335
11,9,4,0.35,0.35000000000000014,0.5122002408909001,wide,0.4588696677612587,0.4254876223290456,0,0,0.007162648219040335
11,9,0,0.7,0.6999999999999996,0.5122002408909001,wide,0.4224142603941923,0.7101646784280407,0,0,0.034676740434600006
11,9,1,0.7,0.6999999999999997,0.5122002408909001,wide,0.4178535990177945,0.7453107448270684,0,0,0.034676740434600006
